Region,Assembly Identifier,Phylum,Class,Order,Family,Genus,Organism Name,Average_lifespan_days,DNA_bendability,X_Displacement,Y_Displacement,Inclination,Tip,Shear,Stretch,Stagger,Buckle,Propel,Opening,Alpha,Beta,Gamma,Delta,Epsilon,Zeta,Chi,Phase,Amplitude,Hydrogen_bond,Stacking_energy,Solvation,Shift,Slide,Rise,Tilt,Roll,Twist,A_philicity_energy
upstream2,GCA_905160935.1_enchytraeus_crypticus_genome,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,Enchytraeus crypticus,370,-0.022973394,-0.925108394,-0.075651294,3.874190238,0.168657705,0.095142895,0.024708393,0.067077318,2.210247808,-9.661967285,2.073076863,-71.96398145,169.2004233,55.11512845,134.5409409,-160.8275797,-112.3111709,-111.2964766,150.4202245,41.56191465,-13.47278219,-54.14352757,-348.6866333,-0.143564621,-0.314820794,3.321377203,-0.757994791,2.148484455,34.51148417,0.673922755
exon,GCA_905160935.1_enchytraeus_crypticus_genome,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,Enchytraeus crypticus,370,-0.010215751,-0.934196563,-0.04276309,4.049837669,0.242388564,0.08456257,0.023879102,0.072767213,2.439758454,-9.24734391,1.84844094,-72.23242643,168.3786385,55.19002399,135.1247924,-160.3783946,-112.3063424,-111.8277144,151.2360004,41.56957519,-14.05090487,-54.20228402,-348.2960076,-0.136343141,-0.30799681,3.322398636,-0.686649305,2.298400943,34.42690013,0.641048312
intron,GCA_905160935.1_enchytraeus_crypticus_genome,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,Enchytraeus crypticus,370,-0.02379787,-0.923792581,-0.090229829,3.845220404,0.124603841,0.098982984,0.025187896,0.065893285,2.062923547,-9.773147247,2.159882411,-71.789842,169.5869129,55.17188766,134.1579226,-161.2212604,-112.4654189,-110.7992659,149.8855109,41.54666203,-13.25722071,-54.12163305,-348.8837102,-0.146330743,-0.31683798,3.320257784,-0.777748193,2.11711077,34.52834872,0.68295511
downstream1,GCA_905160935.1_enchytraeus_crypticus_genome,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,Enchytraeus crypticus,370,-0.012442341,-0.927641726,-0.046546073,3.984486235,0.276996458,0.086918602,0.024149197,0.072326338,2.482152005,-9.339231897,1.894432627,-72.23523272,168.431584,55.18660589,135.0869438,-160.3953264,-112.2653018,-111.8397682,151.1846025,41.57199797,-13.94286064,-54.18057104,-348.3036707,-0.139818617,-0.309009511,3.323135919,-0.712283322,2.263495999,34.45667717,0.647972508
downstream2,GCA_905160935.1_enchytraeus_crypticus_genome,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,Enchytraeus crypticus,370,-0.020034328,-0.92383101,-0.08942236,3.832418672,0.104209054,0.097330636,0.025285631,0.068124544,2.0345439,-9.683608017,2.132265207,-71.85455144,169.4302161,55.15329151,134.297381,-161.047,-112.4048324,-111.0223693,150.0750293,41.55878723,-13.3482883,-54.15582976,-348.8936353,-0.151105961,-0.311616605,3.319361788,-0.768990028,2.139274053,34.51847474,0.676776658
upstream1,GCA_900490705.1_P._arcanus_genome,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus,Pristionchus arcanus,80,-0.034732356,-0.918986541,-0.072261947,3.920051219,0.170544285,0.094465223,0.02425766,0.063339882,2.59058177,-9.830126055,2.028341601,-71.84350384,169.4617172,55.12868134,134.3856649,-161.1793434,-112.530231,-110.8789548,150.2571497,41.4937348,-13.59315022,-54.13870046,-348.2619123,-0.135231949,-0.311202676,3.323913826,-0.71877654,2.123443864,34.54230265,0.678771893
upstream2,GCA_900490705.1_P._arcanus_genome,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus,Pristionchus arcanus,80,-0.027291583,-0.921677002,-0.053291715,3.980408316,0.165454148,0.090299876,0.024289521,0.065931031,2.66169723,-9.626020744,1.941737198,-71.94993458,169.1699207,55.22753833,134.5571928,-161.0790161,-112.5865659,-110.8482807,150.5408927,41.47357597,-13.82027625,-54.13834829,-348.0393947,-0.129744427,-0.308514969,3.325392079,-0.669235457,2.190015325,34.52375475,0.661862562
exon,GCA_900490705.1_P._arcanus_genome,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus,Pristionchus arcanus,80,-0.018253477,-0.907814975,-0.031899263,4.037086195,0.180700657,0.083552138,0.023922448,0.069050508,2.795294487,-9.31662506,1.800393842,-72.21518974,168.3964538,55.25594957,135.1616216,-160.4890144,-112.3350903,-111.6719955,151.4007591,41.48998652,-14.19481522,-54.18394724,-347.7594814,-0.1219775,-0.296415925,3.325658566,-0.605706625,2.285435088,34.49226295,0.642685686
intron,GCA_900490705.1_P._arcanus_genome,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus,Pristionchus arcanus,80,-0.030985642,-0.920625164,-0.068046672,3.913096788,0.224768799,0.093587622,0.024481346,0.063881318,2.627331666,-9.73304889,2.003629685,-71.92548933,169.182766,55.14486675,134.5700961,-161.0455108,-112.4289551,-111.0466308,150.5532537,41.49465452,-13.65732059,-54.1184069,-348.1508707,-0.132352511,-0.312530607,3.323931143,-0.697210178,2.163258137,34.52041121,0.669313952
downstream1,GCA_900490705.1_P._arcanus_genome,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus,Pristionchus arcanus,80,-0.021447363,-0.904092934,-0.033315969,3.979126441,0.259328642,0.086817079,0.024071875,0.068195746,2.919888787,-9.472306429,1.862452688,-72.19183259,168.5217208,55.28184858,135.0628236,-160.6208241,-112.3181153,-111.5503439,151.2539117,41.4984152,-14.03829443,-54.13564037,-347.8058924,-0.125715593,-0.305492367,3.32677821,-0.650277111,2.248858501,34.50195975,0.651440774
downstream2,GCA_900490705.1_P._arcanus_genome,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus,Pristionchus arcanus,80,-0.028105156,-0.918304342,-0.075805619,3.929897129,0.124608984,0.095263867,0.025245799,0.064129293,2.543066425,-9.691391862,2.041768314,-71.72051289,169.6702564,55.24174523,134.1070952,-161.49366,-112.6830454,-110.4273676,149.9027059,41.46727681,-13.58353373,-54.10095308,-348.2000684,-0.12901178,-0.312486538,3.323714206,-0.683582155,2.146341249,34.53165816,0.669254085
upstream1,GCA_905116865.2_CUNI_anot_genome.v2,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Candidula,Candidula unifasciata,365,-0.026959421,-0.932694892,-0.062514726,3.906031466,0.286248888,0.09309583,0.024114477,0.065492334,2.396336702,-9.703716872,2.030367044,-71.93165827,169.1796917,55.11628006,134.5452265,-160.997011,-112.4451868,-111.0801198,150.4355824,41.5475541,-13.57775007,-54.11424486,-348.5412907,-0.137414332,-0.323872607,3.32352068,-0.732268178,2.188984128,34.48166604,0.66613486
upstream2,GCA_905116865.2_CUNI_anot_genome.v2,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Candidula,Candidula unifasciata,365,-0.026974714,-0.930145174,-0.057334766,3.927053502,0.292816744,0.091952508,0.02378363,0.065588968,2.468428747,-9.690281047,2.004426319,-72.00451418,169.1407658,55.0863099,134.6509692,-160.8225988,-112.38712,-111.3153141,150.5703288,41.5506252,-13.64714191,-54.13260357,-348.5822305,-0.137548214,-0.320809902,3.322865012,-0.738210878,2.194956159,34.47276633,0.667434255
exon,GCA_905116865.2_CUNI_anot_genome.v2,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Candidula,Candidula unifasciata,365,-0.017776733,-0.932550311,-0.03681051,4.039137516,0.368052453,0.086675604,0.023231295,0.067951313,2.648850892,-9.455666955,1.885695581,-72.19635096,168.5286615,55.15197583,135.0496266,-160.3938025,-112.2569593,-111.935356,151.1173368,41.56180635,-13.93553674,-54.1364007,-348.4339165,-0.133819805,-0.320275432,3.32227033,-0.725871661,2.290983003,34.39749603,0.651655546
intron,GCA_905116865.2_CUNI_anot_genome.v2,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Candidula,Candidula unifasciata,365,-0.02233641,-0.940590355,-0.059316477,3.962577751,0.23639347,0.092073586,0.024198488,0.066071058,2.347618358,-9.609573568,2.009377616,-71.88486671,169.2724304,55.16961437,134.4045285,-161.1744088,-112.62115,-110.7530198,150.2533744,41.52826994,-13.63494908,-54.12038416,-348.6404955,-0.132487413,-0.323995643,3.322247252,-0.707241189,2.216171239,34.44499446,0.661298423
downstream1,GCA_905116865.2_CUNI_anot_genome.v2,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Candidula,Candidula unifasciata,365,-0.020445799,-0.928341709,-0.031969166,3.973102783,0.402068121,0.088427537,0.023402369,0.067865923,2.776611182,-9.550855826,1.922689478,-72.20611134,168.5295201,55.15962541,135.0572836,-160.431714,-112.2310288,-111.9028483,151.1352915,41.56756701,-13.86589739,-54.10680129,-348.3788534,-0.134323195,-0.324019534,3.324223157,-0.736256855,2.271317291,34.42373978,0.655527068
downstream2,GCA_905116865.2_CUNI_anot_genome.v2,Mollusca,Gastropoda,Stylommatophora,Geomitridae,Candidula,Candidula unifasciata,365,-0.026781604,-0.936016098,-0.065017934,3.909509486,0.190799761,0.095333169,0.024136673,0.063774479,2.350562623,-9.795291217,2.075645816,-71.85345607,169.538836,55.07400148,134.3198166,-161.1037506,-112.5063955,-110.9584116,150.0979181,41.54760698,-13.47280679,-54.11208206,-348.8358924,-0.134867845,-0.324601105,3.321666813,-0.737523027,2.168039836,34.46159087,0.677184582
upstream1,GCA_916381525.1_SD210906,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Cercopithifilaria,Cercopithifilaria johnstoni,574.875,-0.039003996,-0.91842406,-0.083776077,3.81100762,0.181976101,0.101385394,0.024394401,0.060444128,2.441443165,-10.13922601,2.179811628,-71.79114266,169.7132673,55.09278874,134.2125987,-161.2507606,-112.4376571,-110.8137821,149.9951214,41.5187392,-13.19894786,-54.09534302,-348.7103272,-0.14133146,-0.319617102,3.322029463,-0.783552233,2.050534115,34.55876301,0.70175348
upstream2,GCA_916381525.1_SD210906,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Cercopithifilaria,Cercopithifilaria johnstoni,574.875,-0.03788835,-0.912525176,-0.078672968,3.843535467,0.213820351,0.097961556,0.024070006,0.060171964,2.419592701,-10.01408671,2.113623289,-71.92015877,169.4300059,55.021082,134.5276641,-160.8197813,-112.2360493,-111.5233086,150.4213612,41.53615454,-13.36507566,-54.13270094,-348.6678047,-0.137814127,-0.314764266,3.32161373,-0.752827763,2.078380587,34.54086508,0.69532715
exon,GCA_916381525.1_SD210906,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Cercopithifilaria,Cercopithifilaria johnstoni,574.875,-0.032097864,-0.906113217,-0.071386231,3.916770502,0.249471025,0.093083962,0.0236064,0.061547039,2.428981572,-9.809954372,2.017363442,-72.04228076,168.9647135,54.97674108,134.8811155,-160.4213336,-112.0337324,-112.2637884,150.8945623,41.55391456,-13.61120696,-54.17438045,-348.5501504,-0.134042765,-0.307539994,3.320591705,-0.730909707,2.147816,34.50693251,0.683279016
intron,GCA_916381525.1_SD210906,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Cercopithifilaria,Cercopithifilaria johnstoni,574.875,-0.044786993,-0.913309223,-0.086498626,3.802363218,0.201833802,0.105273288,0.024156493,0.058725176,2.541230653,-10.36359199,2.251608728,-71.72317015,169.9846238,55.07717965,134.032044,-161.3448631,-112.4287779,-110.7185884,149.6862081,41.53436045,-13.01140393,-54.07087456,-348.821484,-0.147436372,-0.322436074,3.322057029,-0.836153681,2.007738297,34.58249314,0.716852603
downstream1,GCA_916381525.1_SD210906,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Cercopithifilaria,Cercopithifilaria johnstoni,574.875,-0.034730853,-0.901800723,-0.070679602,3.876976068,0.325133226,0.094523243,0.023579007,0.061159163,2.557662913,-9.910465076,2.044466213,-72.07547907,168.9649572,55.0036684,134.9053854,-160.3672968,-111.9679694,-112.3948291,150.9037082,41.57183518,-13.54519906,-54.14712583,-348.5315961,-0.13519952,-0.313022691,3.321728421,-0.746037699,2.133221313,34.51239967,0.688340382
downstream2,GCA_916381525.1_SD210906,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Cercopithifilaria,Cercopithifilaria johnstoni,574.875,-0.044799592,-0.917132874,-0.086995175,3.828676263,0.153333593,0.10450028,0.024171769,0.058479323,2.481814691,-10.32651941,2.23627445,-71.69277428,170.059458,55.08256543,133.9559359,-161.423364,-112.5257874,-110.5955946,149.5889225,41.52354888,-13.03855046,-54.07863374,-348.8208741,-0.144714475,-0.323267546,3.3225546,-0.825138356,1.999299381,34.58338889,0.71632642
upstream1,GCA_911812115.1_exspectatus_chromosome,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus,Pristionchus exspectatus,138.5,-0.03460904,-0.920572724,-0.071763604,3.924560923,0.170008989,0.094622657,0.024269466,0.063540583,2.591405176,-9.839690653,2.031055521,-71.82208722,169.5290319,55.14284514,134.333739,-161.2693457,-112.5747295,-110.7314076,150.1902424,41.48723254,-13.58594045,-54.13589089,-348.2637031,-0.135650839,-0.311816,3.324073224,-0.718711773,2.120350745,34.54454257,0.678623841
upstream2,GCA_911812115.1_exspectatus_chromosome,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus,Pristionchus exspectatus,138.5,-0.027618336,-0.919979302,-0.05356657,3.979728659,0.167468437,0.09002484,0.024257906,0.06598244,2.653271613,-9.619488447,1.939090077,-71.95994976,169.1492055,55.22296002,134.5783426,-161.0452217,-112.5723546,-110.9105801,150.5672677,41.47729732,-13.8291868,-54.14301113,-348.0356418,-0.130474073,-0.3082997,3.325323587,-0.667587601,2.190218578,34.52140162,0.661059932
exon,GCA_911812115.1_exspectatus_chromosome,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus,Pristionchus exspectatus,138.5,-0.018098549,-0.907893068,-0.032632037,4.03514857,0.176260998,0.083296826,0.023942689,0.069120307,2.768698241,-9.299266363,1.796878873,-72.2151643,168.3978972,55.24263807,135.1657333,-160.4722436,-112.3293523,-111.7057241,151.4036532,41.49162914,-14.20616169,-54.18997906,-347.7619667,-0.121781823,-0.295304752,3.325365757,-0.600367208,2.287907788,34.48873465,0.641984764
intron,GCA_911812115.1_exspectatus_chromosome,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus,Pristionchus exspectatus,138.5,-0.030381698,-0.921187657,-0.066406546,3.922478413,0.213862405,0.092808076,0.024463651,0.064299822,2.629833513,-9.702705558,1.989024459,-71.93417654,169.1650543,55.13827533,134.5912993,-161.0247184,-112.4366921,-111.0665059,150.5840552,41.49371438,-13.69874798,-54.12548292,-348.1166067,-0.132173341,-0.311169241,3.324042631,-0.690609301,2.171361417,34.51861069,0.666791162
downstream1,GCA_911812115.1_exspectatus_chromosome,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus,Pristionchus exspectatus,138.5,-0.021504852,-0.907294622,-0.032671925,3.990655239,0.262027056,0.086429267,0.024134182,0.06819524,2.910610618,-9.440166783,1.852921189,-72.19471135,168.4873545,55.28080219,135.0603783,-160.607974,-112.3349019,-111.5517824,151.2526302,41.49840771,-14.06252175,-54.13165967,-347.7453025,-0.123968932,-0.305658024,3.326663951,-0.639069468,2.260011012,34.4952687,0.647978147
downstream2,GCA_911812115.1_exspectatus_chromosome,Nematoda,Chromadorea,Rhabditida,Neodiplogasteridae,Pristionchus,Pristionchus exspectatus,138.5,-0.028306601,-0.920577227,-0.075448027,3.932720894,0.129558726,0.094819792,0.025200575,0.064143754,2.550661183,-9.687109453,2.035469903,-71.71944812,169.6718913,55.22152776,134.1156504,-161.5320882,-112.6985997,-110.3858606,149.9309667,41.46017263,-13.60398982,-54.1012441,-348.1659256,-0.128585527,-0.312707022,3.323812017,-0.67597657,2.153031266,34.52863152,0.66694419
upstream1,GCA_944567765.1_ilCarPala2.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Hesperiidae,Carterocephalus,Carterocephalus palaemon,349,-0.033711194,-0.918656256,-0.100315096,3.828406481,0.191551414,0.097820651,0.024767189,0.062829025,2.04985769,-9.836142718,2.138892747,-71.81538705,169.6585684,55.03371534,134.232735,-161.0740207,-112.4064238,-111.1294091,149.9572695,41.56308331,-13.30554384,-54.1571553,-348.8226398,-0.146476635,-0.312415242,3.318873874,-0.75211444,2.104783398,34.51089878,0.685132799
upstream2,GCA_944567765.1_ilCarPala2.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Hesperiidae,Carterocephalus,Carterocephalus palaemon,349,-0.035376377,-0.918913726,-0.085170454,3.81212382,0.272909153,0.095528263,0.024148675,0.063502973,2.233486592,-9.848694532,2.091939203,-71.95597896,169.2838436,54.99668036,134.6322539,-160.7272922,-112.1771294,-111.6580509,150.5148404,41.58168469,-13.4223571,-54.14635073,-348.5834844,-0.139228831,-0.315779079,3.321789859,-0.735975445,2.11843119,34.53396387,0.679753595
exon,GCA_944567765.1_ilCarPala2.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Hesperiidae,Carterocephalus,Carterocephalus palaemon,349,-0.021144538,-0.937868058,-0.045987057,3.975530794,0.253243758,0.082101187,0.023084468,0.070942383,2.312849049,-9.254343153,1.816401618,-72.23485803,168.3215988,54.99903857,135.3233663,-160.0869958,-112.1280295,-112.3232124,151.50305,41.57307863,-14.10450667,-54.23890697,-348.0911037,-0.12724704,-0.304076801,3.322471503,-0.65446544,2.273138878,34.46654451,0.640725889
intron,GCA_944567765.1_ilCarPala2.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Hesperiidae,Carterocephalus,Carterocephalus palaemon,349,-0.030527856,-0.93591761,-0.082968207,3.855776982,0.204838137,0.092222208,0.024290588,0.066018143,2.04238404,-9.619089622,2.035469023,-71.89431604,169.2805223,55.03873772,134.5255985,-160.9397886,-112.4193935,-111.1194977,150.4062309,41.54675901,-13.55792382,-54.18071298,-348.5132902,-0.136629827,-0.311726621,3.32126211,-0.69292588,2.156712926,34.51567923,0.665217242
downstream1,GCA_944567765.1_ilCarPala2.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Hesperiidae,Carterocephalus,Carterocephalus palaemon,349,-0.022458092,-0.936137394,-0.046738231,3.944381899,0.300563206,0.083420027,0.023212519,0.070460843,2.363729094,-9.318537058,1.844947823,-72.2412099,168.3832308,54.97651812,135.3154281,-160.0053394,-112.0357062,-112.5132591,151.4615964,41.59160717,-14.04605256,-54.22146301,-348.1055207,-0.128763536,-0.305853788,3.322704536,-0.663785593,2.263670006,34.47207801,0.644334849
downstream2,GCA_944567765.1_ilCarPala2.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Hesperiidae,Carterocephalus,Carterocephalus palaemon,349,-0.032699386,-0.929921833,-0.092858733,3.787585492,0.188917008,0.097079239,0.024629612,0.06430851,1.988732583,-9.80153246,2.13681267,-71.83214037,169.517181,55.0484934,134.3405555,-161.0343691,-112.3744772,-111.0524629,150.1249838,41.56354555,-13.29999992,-54.13895374,-348.7237209,-0.137128544,-0.316657736,3.320914558,-0.72430574,2.105498335,34.54040692,0.679766566
upstream1,GCA_958450345.1_idCalVici1.1,Arthropoda (Mandibulata),Insecta,Diptera,Calliphoridae,Calliphora,Calliphora vicina,116.95,-0.051861413,-0.908410196,-0.113126436,3.745657397,0.34578716,0.104496474,0.024082658,0.056411514,2.228260025,-10.29519781,2.2649746,-71.7760796,169.82035,54.88393011,134.2561299,-160.9952063,-112.1271611,-111.4826154,149.8968689,41.61622916,-12.94595635,-54.0940385,-348.9525857,-0.153217091,-0.321222975,3.321184732,-0.855457492,1.99852898,34.58328632,0.717137404
upstream2,GCA_958450345.1_idCalVici1.1,Arthropoda (Mandibulata),Insecta,Diptera,Calliphoridae,Calliphora,Calliphora vicina,116.95,-0.050742918,-0.906402143,-0.102363441,3.75545162,0.428766584,0.101589622,0.023767803,0.056906631,2.355913574,-10.22527689,2.204033209,-71.90910229,169.4847525,54.86088574,134.591635,-160.6662255,-111.9386171,-112.0341722,150.3756093,41.63072084,-13.10158704,-54.09076119,-348.7306094,-0.148077933,-0.321770787,3.322324936,-0.831641876,2.033768415,34.57379546,0.707820005
exon,GCA_958450345.1_idCalVici1.1,Arthropoda (Mandibulata),Insecta,Diptera,Calliphoridae,Calliphora,Calliphora vicina,116.95,-0.034642323,-0.920523673,-0.079330044,3.915424541,0.316105675,0.092361487,0.023646911,0.061257468,2.337336932,-9.783454612,2.021150658,-71.99714185,169.080587,54.95157469,134.8221149,-160.4927359,-112.1060556,-112.1249947,150.78879,41.57351318,-13.57844854,-54.13760541,-348.4392545,-0.137007242,-0.315553582,3.321535268,-0.749598991,2.16705773,34.49911793,0.674239383
intron,GCA_958450345.1_idCalVici1.1,Arthropoda (Mandibulata),Insecta,Diptera,Calliphoridae,Calliphora,Calliphora vicina,116.95,-0.049267447,-0.914764951,-0.102655823,3.751062259,0.313381502,0.104299043,0.02431748,0.056822599,2.301900099,-10.27762493,2.245431135,-71.76707307,169.8368364,54.97357563,134.2087733,-161.1920627,-112.2742872,-111.0841203,149.9112487,41.57478894,-12.98930924,-54.06652414,-348.8022162,-0.149687699,-0.325578137,3.322159119,-0.831085483,2.00727311,34.57171885,0.711372094
